date,material_id,units_used,current_stock
2025-09-17,MAT_04,225,2187
2025-09-18,MAT_04,183,2004
2025-09-19,MAT_04,131,1873
2025-09-20,MAT_04,186,1687
2025-09-21,MAT_04,196,1491
2025-09-22,MAT_04,189,1302
2025-09-23,MAT_04,206,1096
2025-09-24,MAT_04,221,875
2025-09-25,MAT_04,201,674
2025-09-26,MAT_04,145,4381
2025-09-27,MAT_04,148,4233
2025-09-28,MAT_04,166,4067
2025-09-29,MAT_04,219,3848
2025-09-30,MAT_04,223,3625
2025-10-01,MAT_04,190,3435
2025-10-02,MAT_04,218,3217
2025-10-03,MAT_04,169,3048
2025-10-04,MAT_04,190,2858
2025-10-05,MAT_04,199,2659
2025-10-06,MAT_04,230,2429
2025-10-07,MAT_04,209,2220
2025-10-08,MAT_04,282,1938
2025-10-09,MAT_04,219,1719
2025-10-10,MAT_04,218,1501
2025-10-11,MAT_04,143,1358
2025-10-12,MAT_04,156,1202
2025-10-13,MAT_04,201,1001
2025-10-14,MAT_04,228,773
2025-10-15,MAT_04,264,509
2025-10-16,MAT_04,206,4155
2025-10-17,MAT_04,208,3947
2025-10-18,MAT_04,177,3770
2025-10-19,MAT_04,160,3610
2025-10-20,MAT_04,213,3397
2025-10-21,MAT_04,214,3183
2025-10-22,MAT_04,295,2888
2025-10-23,MAT_04,146,2742
2025-10-24,MAT_04,198,2544
2025-10-25,MAT_04,115,2429
2025-10-26,MAT_04,163,2266
2025-10-27,MAT_04,197,2069
2025-10-28,MAT_04,268,1801
2025-10-29,MAT_04,220,1581
2025-10-30,MAT_04,251,1330
2025-10-31,MAT_04,154,1176
2025-11-01,MAT_04,199,977
2025-11-02,MAT_04,160,817
2025-11-03,MAT_04,205,612
2025-11-04,MAT_04,225,4239
2025-11-05,MAT_04,275,3964
2025-11-06,MAT_04,249,3715
2025-11-07,MAT_04,200,3515
2025-11-08,MAT_04,139,3376
2025-11-09,MAT_04,158,3218
2025-11-10,MAT_04,181,3037
2025-11-11,MAT_04,180,2857
2025-11-12,MAT_04,279,2578
2025-11-13,MAT_04,218,2360
2025-11-14,MAT_04,185,2175
2025-11-15,MAT_04,212,1963
2025-11-16,MAT_04,170,1793
2025-11-17,MAT_04,191,1602
2025-11-18,MAT_04,238,1364
2025-11-19,MAT_04,223,1141
2025-11-20,MAT_04,241,900
2025-11-21,MAT_04,190,710
2025-11-22,MAT_04,166,4396
2025-11-23,MAT_04,172,4224
2025-11-24,MAT_04,216,4008
2025-11-25,MAT_04,252,3756
2025-11-26,MAT_04,245,3511
2025-11-27,MAT_04,229,3282
2025-11-28,MAT_04,203,3079
2025-11-29,MAT_04,181,2898
2025-11-30,MAT_04,195,2703
2025-12-01,MAT_04,208,2495
2025-12-02,MAT_04,282,2213
2025-12-03,MAT_04,267,1946
2025-12-04,MAT_04,232,1714
2025-12-05,MAT_04,221,1493
2025-12-06,MAT_04,191,1302
2025-12-07,MAT_04,156,1146
2025-12-08,MAT_04,241,905
2025-12-09,MAT_04,237,668
2025-12-10,MAT_04,296,4224
2025-12-11,MAT_04,246,3978
2025-12-12,MAT_04,239,3739
2025-12-13,MAT_04,183,3556
2025-12-14,MAT_04,210,3346
2025-12-15,MAT_04,270,3076
2025-12-16,MAT_04,264,2812
2025-12-17,MAT_04,264,2548
2025-12-18,MAT_04,276,2272
2025-12-19,MAT_04,243,2029
2025-12-20,MAT_04,193,1836
2025-12-21,MAT_04,165,1671
2025-12-22,MAT_04,231,1440
2025-12-23,MAT_04,295,1145
2025-12-24,MAT_04,267,878
2025-12-25,MAT_04,267,611
2025-12-26,MAT_04,218,4245
2025-12-27,MAT_04,165,4080
2025-12-28,MAT_04,206,3874
2025-12-29,MAT_04,272,3602
2025-12-30,MAT_04,225,3377
2024-01-01,MAT_05,450,4157
2024-01-02,MAT_05,440,3717
2024-01-03,MAT_05,533,3184
2024-01-04,MAT_05,504,2680
2024-01-05,MAT_05,410,2270
2024-01-06,MAT_05,377,1893
2024-01-07,MAT_05,363,1530
2024-01-08,MAT_05,393,1137
2024-01-09,MAT_05,580,7138
2024-01-10,MAT_05,482,6656
2024-01-11,MAT_05,555,6101
2024-01-12,MAT_05,393,5708
2024-01-13,MAT_05,420,5288
2024-01-14,MAT_05,362,4926
2024-01-15,MAT_05,488,4438
2024-01-16,MAT_05,504,3934
2024-01-17,MAT_05,519,3415
2024-01-18,MAT_05,526,2889
2024-01-19,MAT_05,423,2466
2024-01-20,MAT_05,347,2119
2024-01-21,MAT_05,458,1661
2024-01-22,MAT_05,427,1234
2024-01-23,MAT_05,553,681
2024-01-24,MAT_05,588,6674
2024-01-25,MAT_05,495,6179
2024-01-26,MAT_05,508,5671
2024-01-27,MAT_05,443,5228
2024-01-28,MAT_05,406,4822
2024-01-29,MAT_05,551,4271
2024-01-30,MAT_05,493,3778
2024-01-31,MAT_05,541,3237
2024-02-01,MAT_05,514,2723
2024-02-02,MAT_05,494,2229
2024-02-03,MAT_05,483,1746
2024-02-04,MAT_05,494,1252
2024-02-05,MAT_05,511,741
2024-02-06,MAT_05,542,6780
2024-02-07,MAT_05,488,6292
2024-02-08,MAT_05,476,5816
2024-02-09,MAT_05,556,5260
2024-02-10,MAT_05,364,4896
2024-02-11,MAT_05,424,4472
2024-02-12,MAT_05,562,3910
2024-02-13,MAT_05,573,3337
2024-02-14,MAT_05,619,2718
2024-02-15,MAT_05,568,2150
2024-02-16,MAT_05,553,1597
2024-02-17,MAT_05,467,1130
2024-02-18,MAT_05,497,633
2024-02-19,MAT_05,489,6725
2024-02-20,MAT_05,599,6126
2024-02-21,MAT_05,570,5556
2024-02-22,MAT_05,533,5023
2024-02-23,MAT_05,536,4487
2024-02-24,MAT_05,502,3985
2024-02-25,MAT_05,550,3435
2024-02-26,MAT_05,600,2835
2024-02-27,MAT_05,622,2213
2024-02-28,MAT_05,520,1693
2024-02-29,MAT_05,641,1052
2024-03-01,MAT_05,545,507
2024-03-02,MAT_05,436,6652
2024-03-03,MAT_05,1379,5273
2024-03-04,MAT_05,1311,3962
2024-03-05,MAT_05,1646,2316
2024-03-06,MAT_05,1455,861
2024-03-07,MAT_05,1422,0
2024-03-08,MAT_05,1449,0
2024-03-09,MAT_05,1398,5183
2024-03-10,MAT_05,1347,3836
2024-03-11,MAT_05,529,3307
2024-03-12,MAT_05,500,2807
2024-03-13,MAT_05,597,2210
2024-03-14,MAT_05,595,1615
2024-03-15,MAT_05,501,1114
2024-03-16,MAT_05,479,635
2024-03-17,MAT_05,485,6731
2024-03-18,MAT_05,531,6200
2024-03-19,MAT_05,600,5600
2024-03-20,MAT_05,598,5002
2024-03-21,MAT_05,638,4364
2024-03-22,MAT_05,421,3943
2024-03-23,MAT_05,459,3484
2024-03-24,MAT_05,458,3026
2024-03-25,MAT_05,557,2469
2024-03-26,MAT_05,603,1866
2024-03-27,MAT_05,683,1183
2024-03-28,MAT_05,662,521
2024-03-29,MAT_05,486,6616
2024-03-30,MAT_05,484,6132
2024-03-31,MAT_05,506,5626
2024-04-01,MAT_05,513,5113
2024-04-02,MAT_05,627,4486
2024-04-03,MAT_05,602,3884
2024-04-04,MAT_05,530,3354
2024-04-05,MAT_05,507,2847
2024-04-06,MAT_05,440,2407
2024-04-07,MAT_05,542,1865
2024-04-08,MAT_05,631,1234
2024-04-09,MAT_05,610,624
2024-04-10,MAT_05,616,6589
2024-04-11,MAT_05,582,6007
2024-04-12,MAT_05,570,5437
2024-04-13,MAT_05,533,4904
2024-04-14,MAT_05,489,4415
2024-04-15,MAT_05,556,3859
2024-04-16,MAT_05,625,3234
2024-04-17,MAT_05,559,2675
2024-04-18,MAT_05,626,2049
2024-04-19,MAT_05,591,1458
2024-04-20,MAT_05,530,928
2024-04-21,MAT_05,436,492
2024-04-22,MAT_05,455,6618
2024-04-23,MAT_05,623,5995
2024-04-24,MAT_05,571,5424
2024-04-25,MAT_05,581,4843
2024-04-26,MAT_05,577,4266
2024-04-27,MAT_05,445,3821
2024-04-28,MAT_05,469,3352
2024-04-29,MAT_05,548,2804
2024-04-30,MAT_05,530,2274
2024-05-01,MAT_05,565,1709
2024-05-02,MAT_05,563,1146
2024-05-03,MAT_05,491,655
2024-05-04,MAT_05,494,6742
2024-05-05,MAT_05,600,6142
2024-05-06,MAT_05,534,5608
2024-05-07,MAT_05,543,5065
2024-05-08,MAT_05,654,4411
2024-05-09,MAT_05,485,3926
2024-05-10,MAT_05,435,3491
2024-05-11,MAT_05,433,3058
2024-05-12,MAT_05,459,2599
2024-05-13,MAT_05,494,2105
2024-05-14,MAT_05,570,1535
2024-05-15,MAT_05,595,940
2024-05-16,MAT_05,593,347
2024-05-17,MAT_05,492,6436
2024-05-18,MAT_05,426,6010
2024-05-19,MAT_05,506,5504
2024-05-20,MAT_05,476,5028
2024-05-21,MAT_05,490,4538
2024-05-22,MAT_05,626,3912
2024-05-23,MAT_05,586,3326
2024-05-24,MAT_05,443,2883
2024-05-25,MAT_05,423,2460
2024-05-26,MAT_05,412,2048
2024-05-27,MAT_05,516,1532
2024-05-28,MAT_05,628,904
2024-05-29,MAT_05,594,310
2024-05-30,MAT_05,571,6320
2024-05-31,MAT_05,503,5817
2024-06-01,MAT_05,430,5387
2024-06-02,MAT_05,488,4899
2024-06-03,MAT_05,523,4376
2024-06-04,MAT_05,603,3773
2024-06-05,MAT_05,531,3242
2024-06-06,MAT_05,438,2804
2024-06-07,MAT_05,501,2303
2024-06-08,MAT_05,433,1870
2024-06-09,MAT_05,416,1454
2024-06-10,MAT_05,468,986
2024-06-11,MAT_05,640,6927
2024-06-12,MAT_05,511,6416
2024-06-13,MAT_05,1183,5233
2024-06-14,MAT_05,1138,4095
2024-06-15,MAT_05,1165,2930
2024-06-16,MAT_05,1315,1615
2024-06-17,MAT_05,1310,305
2024-06-18,MAT_05,1217,0
2024-06-19,MAT_05,1623,4958
2024-06-20,MAT_05,1292,3666
2024-06-21,MAT_05,1041,2625
2024-06-22,MAT_05,914,1711
2024-06-23,MAT_05,440,1271
2024-06-24,MAT_05,463,808
2024-06-25,MAT_05,518,6871
2024-06-26,MAT_05,570,6301
2024-06-27,MAT_05,441,5860
2024-06-28,MAT_05,477,5383
2024-06-29,MAT_05,357,5026
2024-06-30,MAT_05,485,4541
2024-07-01,MAT_05,466,4075
2024-07-02,MAT_05,449,3626
2024-07-03,MAT_05,411,3215
2024-07-04,MAT_05,498,2717
2024-07-05,MAT_05,387,2330
2024-07-06,MAT_05,359,1971
2024-07-07,MAT_05,411,1560
2024-07-08,MAT_05,471,1089
2024-07-09,MAT_05,530,7140
2024-07-10,MAT_05,435,6705
2024-07-11,MAT_05,512,6193
2024-07-12,MAT_05,365,5828
2024-07-13,MAT_05,254,5574
2024-07-14,MAT_05,312,5262
2024-07-15,MAT_05,423,4839
2024-07-16,MAT_05,420,4419
2024-07-17,MAT_05,470,3949
2024-07-18,MAT_05,451,3498
2024-07-19,MAT_05,370,3128
2024-07-20,MAT_05,319,2809
2024-07-21,MAT_05,296,2513
2024-07-22,MAT_05,402,2111
2024-07-23,MAT_05,360,1751
2024-07-24,MAT_05,431,1320
2024-07-25,MAT_05,383,937
2024-07-26,MAT_05,355,7163
2024-07-27,MAT_05,319,6844
2024-07-28,MAT_05,381,6463
2024-07-29,MAT_05,458,6005
2024-07-30,MAT_05,389,5616
2024-07-31,MAT_05,537,5079
2024-08-01,MAT_05,378,4701
2024-08-02,MAT_05,361,4340
2024-08-03,MAT_05,339,4001
2024-08-04,MAT_05,435,3566
2024-08-05,MAT_05,354,3212
2024-08-06,MAT_05,348,2864
2024-08-07,MAT_05,504,2360
2024-08-08,MAT_05,365,1995
2024-08-09,MAT_05,327,1668
2024-08-10,MAT_05,257,1411
2024-08-11,MAT_05,301,1110
2024-08-12,MAT_05,330,7361
2024-08-13,MAT_05,447,6914
2024-08-14,MAT_05,432,6482
2024-08-15,MAT_05,361,6121
2024-08-16,MAT_05,376,5745
2024-08-17,MAT_05,307,5438
2024-08-18,MAT_05,226,5212
2024-08-19,MAT_05,398,4814
2024-08-20,MAT_05,416,4398
2024-08-21,MAT_05,480,3918
2024-08-22,MAT_05,388,3530
2024-08-23,MAT_05,289,3241
2024-08-24,MAT_05,278,2963
2024-08-25,MAT_05,334,2629
2024-08-26,MAT_05,315,2314
2024-08-27,MAT_05,380,1934
2024-08-28,MAT_05,401,1533
2024-08-29,MAT_05,324,1209
2024-08-30,MAT_05,283,7507
2024-08-31,MAT_05,287,7220
2024-09-01,MAT_05,344,6876
2024-09-02,MAT_05,356,6520
2024-09-03,MAT_05,391,6129
2024-09-04,MAT_05,368,5761
2024-09-05,MAT_05,416,5345
2024-09-06,MAT_05,329,5016
2024-09-07,MAT_05,243,4773
2024-09-08,MAT_05,325,4448
2024-09-09,MAT_05,361,4087
2024-09-10,MAT_05,352,3735
2024-09-11,MAT_05,395,3340
2024-09-12,MAT_05,342,2998
2024-09-13,MAT_05,421,2577
2024-09-14,MAT_05,293,2284
2024-09-15,MAT_05,290,1994
2024-09-16,MAT_05,353,1641
2024-09-17,MAT_05,444,1197
2024-09-18,MAT_05,392,805
2024-09-19,MAT_05,334,7052
2024-09-20,MAT_05,339,6713
2024-09-21,MAT_05,259,6454
2024-09-22,MAT_05,232,6222
2024-09-23,MAT_05,275,5947
2024-09-24,MAT_05,448,5499
2024-09-25,MAT_05,400,5099
2024-09-26,MAT_05,332,4767
2024-09-27,MAT_05,290,4477
2024-09-28,MAT_05,300,4177
2024-09-29,MAT_05,265,3912
2024-09-30,MAT_05,265,3647
2024-10-01,MAT_05,395,3252
2024-10-02,MAT_05,446,2806
2024-10-03,MAT_05,408,2398
2024-10-04,MAT_05,276,2122
2024-10-05,MAT_05,321,1801
2024-10-06,MAT_05,287,1514
2024-10-07,MAT_05,384,1130
2024-10-08,MAT_05,407,7304
2024-10-09,MAT_05,328,6976
2024-10-10,MAT_05,436,6540
2024-10-11,MAT_05,304,6236
2024-10-12,MAT_05,292,5944
2024-10-13,MAT_05,221,5723
2024-10-14,MAT_05,354,5369
2024-10-15,MAT_05,432,4937
2024-10-16,MAT_05,482,4455
2024-10-17,MAT_05,423,4032
2024-10-18,MAT_05,330,3702
2024-10-19,MAT_05,202,3500
2024-10-20,MAT_05,289,3211
2024-10-21,MAT_05,310,2901
2024-10-22,MAT_05,398,2503
2024-10-23,MAT_05,348,2155
2024-10-24,MAT_05,357,1798
2024-10-25,MAT_05,287,1511
2024-10-26,MAT_05,251,1260
2024-10-27,MAT_05,265,7576
2024-10-28,MAT_05,335,7241
2024-10-29,MAT_05,406,6835
2024-10-30,MAT_05,297,6538
2024-10-31,MAT_05,268,6270
2024-11-01,MAT_05,301,5969
2024-11-02,MAT_05,273,5696
2024-11-03,MAT_05,303,5393
2024-11-04,MAT_05,316,5077
2024-11-05,MAT_05,400,4677
2024-11-06,MAT_05,419,4258
2024-11-07,MAT_05,347,3911
2024-11-08,MAT_05,368,3543
2024-11-09,MAT_05,297,3246
2024-11-10,MAT_05,327,2919
2024-11-11,MAT_05,359,2560
2024-11-12,MAT_05,501,2059
2024-11-13,MAT_05,448,1611
2024-11-14,MAT_05,366,1245
2024-11-15,MAT_05,368,877
2024-11-16,MAT_05,226,7232
2024-11-17,MAT_05,317,6915
2024-11-18,MAT_05,379,6536
2024-11-19,MAT_05,423,6113
2024-11-20,MAT_05,417,5696
2024-11-21,MAT_05,353,5343
2024-11-22,MAT_05,307,5036
2024-11-23,MAT_05,312,4724
2024-11-24,MAT_05,273,4451
2024-11-25,MAT_05,453,3998
2024-11-26,MAT_05,312,3686
2024-11-27,MAT_05,428,3258
2024-11-28,MAT_05,413,2845
2024-11-29,MAT_05,375,2470
2024-11-30,MAT_05,279,2191
2024-12-01,MAT_05,383,1808
2024-12-02,MAT_05,325,1483
2024-12-03,MAT_05,414,1069
2024-12-04,MAT_05,481,7169
2024-12-05,MAT_05,465,6704
2024-12-06,MAT_05,303,6401
2024-12-07,MAT_05,447,5954
2024-12-08,MAT_05,306,5648
2024-12-09,MAT_05,341,5307
2024-12-10,MAT_05,473,4834
2024-12-11,MAT_05,451,4383
2024-12-12,MAT_05,410,3973
2024-12-13,MAT_05,403,3570
2024-12-14,MAT_05,276,3294
2024-12-15,MAT_05,283,3011
2024-12-16,MAT_05,385,2626
2024-12-17,MAT_05,511,2115
2024-12-18,MAT_05,454,1661
2024-12-19,MAT_05,515,1146
2024-12-20,MAT_05,442,704
2024-12-21,MAT_05,368,6917
2024-12-22,MAT_05,385,6532
2024-12-23,MAT_05,436,6096
2024-12-24,MAT_05,484,5612
2024-12-25,MAT_05,476,5136
2024-12-26,MAT_05,447,4689
2024-12-27,MAT_05,356,4333
2024-12-28,MAT_05,272,4061
2024-12-29,MAT_05,432,3629
2024-12-30,MAT_05,444,3185
2024-12-31,MAT_05,490,2695
2025-01-01,MAT_05,522,2173
2025-01-02,MAT_05,435,1738
2025-01-03,MAT_05,372,1366
2025-01-04,MAT_05,370,996
2025-01-05,MAT_05,457,7120
2025-01-06,MAT_05,399,6721
2025-01-07,MAT_05,388,6333
2025-01-08,MAT_05,495,5838
2025-01-09,MAT_05,534,5304
2025-01-10,MAT_05,353,4951
2025-01-11,MAT_05,343,4608
2025-01-12,MAT_05,421,4187
2025-01-13,MAT_05,576,3611
2025-01-14,MAT_05,457,3154
2025-01-15,MAT_05,470,2684
2025-01-16,MAT_05,512,2172
2025-01-17,MAT_05,495,1677
2025-01-18,MAT_05,381,1296
2025-01-19,MAT_05,351,945
2025-01-20,MAT_05,495,7031
2025-01-21,MAT_05,556,6475
2025-01-22,MAT_05,621,5854
2025-01-23,MAT_05,538,5316
2025-01-24,MAT_05,491,4825
2025-01-25,MAT_05,409,4416
2025-01-26,MAT_05,542,3874
2025-01-27,MAT_05,470,3404
2025-01-28,MAT_05,514,2890
2025-01-29,MAT_05,635,2255
2025-01-30,MAT_05,457,1798
2025-01-31,MAT_05,385,1413
2025-02-01,MAT_05,437,976
2025-02-02,MAT_05,446,7111
2025-02-03,MAT_05,489,6622
2025-02-04,MAT_05,596,6026
2025-02-05,MAT_05,527,5499
2025-02-06,MAT_05,535,4964
2025-02-07,MAT_05,461,4503
2025-02-08,MAT_05,404,4099
2025-02-09,MAT_05,454,3645
2025-02-10,MAT_05,547,3098
2025-02-11,MAT_05,656,2442
2025-02-12,MAT_05,602,1840
2025-02-13,MAT_05,432,1408
2025-02-14,MAT_05,485,923
2025-02-15,MAT_05,455,7049
2025-02-16,MAT_05,508,6541
2025-02-17,MAT_05,527,6014
2025-02-18,MAT_05,627,5387
2025-02-19,MAT_05,603,4784
2025-02-20,MAT_05,620,4164
2025-02-21,MAT_05,477,3687
2025-02-22,MAT_05,468,3219
2025-02-23,MAT_05,511,2708
2025-02-24,MAT_05,503,2205
2025-02-25,MAT_05,546,1659
2025-02-26,MAT_05,566,1093
2025-02-27,MAT_05,527,566
2025-02-28,MAT_05,526,6621
2025-03-01,MAT_05,388,6233
2025-03-02,MAT_05,414,5819
2025-03-03,MAT_05,617,5202
2025-03-04,MAT_05,555,4647
2025-03-05,MAT_05,609,4038
2025-03-06,MAT_05,501,3537
2025-03-07,MAT_05,514,3023
2025-03-08,MAT_05,443,2580
2025-03-09,MAT_05,420,2160
2025-03-10,MAT_05,599,1561
2025-03-11,MAT_05,644,917
2025-03-12,MAT_05,601,316
2025-03-13,MAT_05,615,6282
2025-03-14,MAT_05,598,5684
2025-03-15,MAT_05,513,5171
2025-03-16,MAT_05,514,4657
2025-03-17,MAT_05,553,4104
2025-03-18,MAT_05,625,3479
2025-03-19,MAT_05,594,2885
2025-03-20,MAT_05,562,2323
2025-03-21,MAT_05,538,1785
2025-03-22,MAT_05,462,1323
2025-03-23,MAT_05,480,843
2025-03-24,MAT_05,547,6877
2025-03-25,MAT_05,649,6228
2025-03-26,MAT_05,562,5666
2025-03-27,MAT_05,610,5056
2025-03-28,MAT_05,554,4502
2025-03-29,MAT_05,519,3983
2025-03-30,MAT_05,461,3522
2025-03-31,MAT_05,474,3048
2025-04-01,MAT_05,624,2424
2025-04-02,MAT_05,621,1803
2025-04-03,MAT_05,621,1182
2025-04-04,MAT_05,489,693
2025-04-05,MAT_05,517,6757
2025-04-06,MAT_05,543,6214
2025-04-07,MAT_05,544,5670
2025-04-08,MAT_05,617,5053
2025-04-09,MAT_05,628,4425
2025-04-10,MAT_05,540,3885
2025-04-11,MAT_05,542,3343
2025-04-12,MAT_05,554,2789
2025-04-13,MAT_05,496,2293
2025-04-14,MAT_05,482,1811
2025-04-15,MAT_05,567,1244
2025-04-16,MAT_05,531,713
2025-04-17,MAT_05,630,6664
2025-04-18,MAT_05,549,6115
2025-04-19,MAT_05,457,5658
2025-04-20,MAT_05,429,5229
2025-04-21,MAT_05,506,4723
2025-04-22,MAT_05,565,4158
2025-04-23,MAT_05,610,3548
2025-04-24,MAT_05,572,2976
2025-04-25,MAT_05,570,2406
2025-04-26,MAT_05,444,1962
2025-04-27,MAT_05,420,1542
2025-04-28,MAT_05,486,1056
2025-04-29,MAT_05,587,7050
2025-04-30,MAT_05,567,6483
2025-05-01,MAT_05,550,5933
2025-05-02,MAT_05,485,5448
2025-05-03,MAT_05,512,4936
2025-05-04,MAT_05,454,4482
2025-05-05,MAT_05,514,3968
2025-05-06,MAT_05,612,3356
2025-05-07,MAT_05,568,2788
2025-05-08,MAT_05,574,2214
2025-05-09,MAT_05,512,1702
2025-05-10,MAT_05,467,1235
2025-05-11,MAT_05,422,813
2025-05-12,MAT_05,576,6818
2025-05-13,MAT_05,670,6148
2025-05-14,MAT_05,585,5563
2025-05-15,MAT_05,501,5062
2025-05-16,MAT_05,490,4572
2025-05-17,MAT_05,495,4077
2025-05-18,MAT_05,436,3641
2025-05-19,MAT_05,508,3133
2025-05-20,MAT_05,578,2555
2025-05-21,MAT_05,628,1927
2025-05-22,MAT_05,572,1355
2025-05-23,MAT_05,515,840
2025-05-24,MAT_05,423,6998
2025-05-25,MAT_05,471,6527
2025-05-26,MAT_05,472,6055
2025-05-27,MAT_05,590,5465
2025-05-28,MAT_05,615,4850
2025-05-29,MAT_05,551,4299
2025-05-30,MAT_05,452,3847
2025-05-31,MAT_05,422,3425
2025-06-01,MAT_05,522,2903
2025-06-02,MAT_05,477,2426
2025-06-03,MAT_05,1140,1286
2025-06-04,MAT_05,1101,185
2025-06-05,MAT_05,971,0
2025-06-06,MAT_05,771,5810
2025-06-07,MAT_05,831,4979
2025-06-08,MAT_05,434,4545
2025-06-09,MAT_05,559,3986
2025-06-10,MAT_05,492,3494
2025-06-11,MAT_05,641,2853
2025-06-12,MAT_05,520,2333
2025-06-13,MAT_05,461,1872
2025-06-14,MAT_05,381,1491
2025-06-15,MAT_05,432,1059
2025-06-16,MAT_05,488,7152
2025-06-17,MAT_05,558,6594
2025-06-18,MAT_05,485,6109
2025-06-19,MAT_05,552,5557
2025-06-20,MAT_05,448,5109
2025-06-21,MAT_05,421,4688
2025-06-22,MAT_05,395,4293
2025-06-23,MAT_05,414,3879
2025-06-24,MAT_05,507,3372
2025-06-25,MAT_05,523,2849
2025-06-26,MAT_05,417,2432
2025-06-27,MAT_05,453,1979
2025-06-28,MAT_05,425,1554
2025-06-29,MAT_05,360,1194
2025-06-30,MAT_05,397,797
2025-07-01,MAT_05,478,6900
2025-07-02,MAT_05,503,6397
2025-07-03,MAT_05,453,5944
2025-07-04,MAT_05,403,5541
2025-07-05,MAT_05,378,5163
2025-07-06,MAT_05,319,4844
2025-07-07,MAT_05,373,4471
2025-07-08,MAT_05,358,4113
2025-07-09,MAT_05,530,3583
2025-07-10,MAT_05,452,3131
2025-07-11,MAT_05,438,2693
2025-07-12,MAT_05,305,2388
2025-07-13,MAT_05,367,2021
2025-07-14,MAT_05,425,1596
2025-07-15,MAT_05,440,1156
2025-07-16,MAT_05,408,748
2025-07-17,MAT_05,515,6814
2025-07-18,MAT_05,441,6373
2025-07-19,MAT_05,325,6048
2025-07-20,MAT_05,375,5673
2025-07-21,MAT_05,381,5292
2025-07-22,MAT_05,409,4883
2025-07-23,MAT_05,543,4340
2025-07-24,MAT_05,353,3987
2025-07-25,MAT_05,354,3633
2025-07-26,MAT_05,333,3300
2025-07-27,MAT_05,413,2887
2025-07-28,MAT_05,430,2457
2025-07-29,MAT_05,367,2090
2025-07-30,MAT_05,451,1639
2025-07-31,MAT_05,415,1224
2025-08-01,MAT_05,345,879
2025-08-02,MAT_05,345,534
2025-08-03,MAT_05,267,267
2025-08-04,MAT_05,361,0
2025-08-05,MAT_05,450,0
2025-08-06,MAT_05,470,0
2025-08-07,MAT_05,409,0
2025-08-08,MAT_05,332,6249
2025-08-09,MAT_05,302,5947
2025-08-10,MAT_05,351,5596
2025-08-11,MAT_05,370,5226
2025-08-12,MAT_05,373,4853
2025-08-13,MAT_05,375,4478
2025-08-14,MAT_05,327,4151
2025-08-15,MAT_05,398,3753
2025-08-16,MAT_05,333,3420
2025-08-17,MAT_05,304,3116
2025-08-18,MAT_05,339,2777
2025-08-19,MAT_05,384,2393
2025-08-20,MAT_05,468,1925
2025-08-21,MAT_05,467,1458
2025-08-22,MAT_05,299,1159
2025-08-23,MAT_05,338,7402
2025-08-24,MAT_05,301,7101
2025-08-25,MAT_05,341,6760
2025-08-26,MAT_05,467,6293
2025-08-27,MAT_05,412,5881
2025-08-28,MAT_05,389,5492
2025-08-29,MAT_05,328,5164
2025-08-30,MAT_05,210,4954
2025-08-31,MAT_05,305,4649
2025-09-01,MAT_05,318,4331
2025-09-02,MAT_05,331,4000
2025-09-03,MAT_05,383,3617
2025-09-04,MAT_05,346,3271
2025-09-05,MAT_05,356,2915
2025-09-06,MAT_05,228,2687
2025-09-07,MAT_05,252,2435
2025-09-08,MAT_05,348,2087
2025-09-09,MAT_05,330,1757
2025-09-10,MAT_05,371,1386
2025-09-11,MAT_05,291,1095
2025-09-12,MAT_05,347,7329
2025-09-13,MAT_05,257,7072
2025-09-14,MAT_05,281,6791
2025-09-15,MAT_05,373,6418
2025-09-16,MAT_05,352,6066
2025-09-17,MAT_05,383,5683
2025-09-18,MAT_05,314,5369
2025-09-19,MAT_05,256,5113
2025-09-20,MAT_05,226,4887
2025-09-21,MAT_05,258,4629
2025-09-22,MAT_05,313,4316
2025-09-23,MAT_05,394,3922
2025-09-24,MAT_05,355,3567
2025-09-25,MAT_05,372,3195
2025-09-26,MAT_05,322,2873
2025-09-27,MAT_05,245,2628
2025-09-28,MAT_05,242,2386
2025-09-29,MAT_05,333,2053
2025-09-30,MAT_05,372,1681
2025-10-01,MAT_05,403,1278
2025-10-02,MAT_05,426,852
2025-10-03,MAT_05,304,7129
2025-10-04,MAT_05,237,6892
2025-10-05,MAT_05,239,6653
2025-10-06,MAT_05,292,6361
2025-10-07,MAT_05,317,6044
2025-10-08,MAT_05,435,5609
2025-10-09,MAT_05,261,5348
2025-10-10,MAT_05,323,5025
2025-10-11,MAT_05,229,4796
2025-10-12,MAT_05,257,4539
2025-10-13,MAT_05,292,4247
2025-10-14,MAT_05,447,3800
2025-10-15,MAT_05,397,3403
2025-10-16,MAT_05,396,3007
2025-10-17,MAT_05,362,2645
2025-10-18,MAT_05,277,2368
2025-10-19,MAT_05,231,2137
2025-10-20,MAT_05,325,1812
2025-10-21,MAT_05,355,1457
2025-10-22,MAT_05,378,1079
2025-10-23,MAT_05,361,7299
2025-10-24,MAT_05,303,6996
2025-10-25,MAT_05,292,6704
2025-10-26,MAT_05,312,6392
2025-10-27,MAT_05,334,6058
2025-10-28,MAT_05,410,5648
2025-10-29,MAT_05,382,5266
2025-10-30,MAT_05,429,4837
2025-10-31,MAT_05,290,4547
2025-11-01,MAT_05,333,4214
2025-11-02,MAT_05,229,3985
2025-11-03,MAT_05,330,3655
2025-11-04,MAT_05,384,3271
